,Unnamed: 0,height,img_name,label,left,top,width,bottom,right
50,1,34.0,24.png,9.0,248.0,56.0,21.0,90.0,269.0
51,0,50.0,25.png,6.0,60.0,11.0,24.0,61.0,84.0
52,1,50.0,25.png,10.0,87.0,9.0,24.0,59.0,111.0
53,2,50.0,25.png,1.0,113.0,7.0,21.0,57.0,134.0
54,0,32.0,26.png,2.0,34.0,7.0,12.0,39.0,46.0
55,1,32.0,26.png,4.0,49.0,8.0,13.0,40.0,62.0
56,0,45.0,27.png,5.0,46.0,11.0,26.0,56.0,72.0
57,1,45.0,27.png,6.0,73.0,8.0,27.0,53.0,100.0
58,0,33.0,28.png,5.0,31.0,8.0,13.0,41.0,44.0
59,1,33.0,28.png,2.0,42.0,7.0,10.0,40.0,52.0
60,0,18.0,29.png,1.0,43.0,14.0,10.0,32.0,53.0
61,1,18.0,29.png,3.0,51.0,13.0,16.0,31.0,67.0
62,2,18.0,29.png,2.0,66.0,14.0,5.0,32.0,71.0
63,0,25.0,30.png,1.0,16.0,1.0,7.0,26.0,23.0
64,1,25.0,30.png,4.0,25.0,1.0,11.0,26.0,36.0
65,0,19.0,31.png,6.0,14.0,1.0,10.0,20.0,24.0
66,1,19.0,31.png,3.0,24.0,1.0,11.0,20.0,35.0
67,2,19.0,31.png,8.0,36.0,1.0,11.0,20.0,47.0
68,0,33.0,32.png,4.0,48.0,16.0,17.0,49.0,65.0
69,1,33.0,32.png,3.0,67.0,19.0,18.0,52.0,85.0
70,0,33.0,33.png,1.0,27.0,5.0,16.0,38.0,43.0
71,1,33.0,33.png,4.0,42.0,5.0,18.0,38.0,60.0
72,0,32.0,34.png,4.0,41.0,13.0,16.0,45.0,57.0
73,1,32.0,34.png,2.0,54.0,9.0,24.0,41.0,78.0
74,0,14.0,35.png,6.0,25.0,5.0,7.0,19.0,32.0
75,0,47.0,36.png,4.0,50.0,9.0,23.0,56.0,73.0
76,1,47.0,36.png,4.0,72.0,8.0,24.0,55.0,96.0
77,0,20.0,37.png,1.0,24.0,4.0,6.0,24.0,30.0
78,1,20.0,37.png,1.0,42.0,2.0,7.0,22.0,49.0
79,0,57.0,38.png,1.0,87.0,28.0,26.0,85.0,113.0
80,1,57.0,38.png,7.0,108.0,22.0,37.0,79.0,145.0
81,0,40.0,39.png,3.0,62.0,19.0,13.0,59.0,75.0
82,1,40.0,39.png,1.0,74.0,20.0,9.0,60.0,83.0
83,0,61.0,40.png,2.0,61.0,9.0,28.0,70.0,89.0
84,1,61.0,40.png,10.0,93.0,17.0,28.0,78.0,121.0
85,0,35.0,41.png,4.0,38.0,10.0,11.0,45.0,49.0
86,1,35.0,41.png,2.0,50.0,9.0,13.0,44.0,63.0
87,0,51.0,42.png,2.0,110.0,27.0,25.0,78.0,135.0
88,1,51.0,42.png,5.0,131.0,36.0,30.0,87.0,161.0
89,2,51.0,42.png,1.0,159.0,36.0,26.0,87.0,185.0
90,0,51.0,43.png,2.0,87.0,24.0,31.0,75.0,118.0
91,1,51.0,43.png,9.0,119.0,20.0,26.0,71.0,145.0
92,0,26.0,44.png,2.0,19.0,3.0,13.0,29.0,32.0
93,1,26.0,44.png,10.0,32.0,3.0,8.0,29.0,40.0
94,2,26.0,44.png,4.0,40.0,3.0,7.0,29.0,47.0
95,0,31.0,45.png,1.0,35.0,3.0,8.0,34.0,43.0
96,1,31.0,45.png,10.0,44.0,4.0,12.0,35.0,56.0
97,0,104.0,46.png,3.0,136.0,87.0,49.0,191.0,185.0
98,1,104.0,46.png,2.0,201.0,44.0,41.0,148.0,242.0
99,2,104.0,46.png,7.0,257.0,18.0,53.0,122.0,310.0
100,0,15.0,47.png,2.0,14.0,2.0,6.0,17.0,20.0
101,1,15.0,47.png,4.0,20.0,1.0,5.0,16.0,25.0
102,0,50.0,48.png,4.0,74.0,20.0,28.0,70.0,102.0
103,1,50.0,48.png,6.0,103.0,17.0,29.0,67.0,132.0
104,0,45.0,49.png,8.0,65.0,18.0,36.0,63.0,101.0
105,1,45.0,49.png,1.0,102.0,15.0,26.0,60.0,128.0
106,2,45.0,49.png,7.0,132.0,16.0,28.0,61.0,160.0
107,0,26.0,50.png,1.0,58.0,27.0,11.0,53.0,69.0
108,1,26.0,50.png,10.0,74.0,22.0,15.0,48.0,89.0
109,2,26.0,50.png,3.0,95.0,17.0,15.0,43.0,110.0
110,0,45.0,51.png,9.0,47.0,7.0,16.0,52.0,63.0
111,1,45.0,51.png,1.0,66.0,9.0,9.0,54.0,75.0
112,0,38.0,52.png,3.0,45.0,12.0,23.0,50.0,68.0
113,1,38.0,52.png,5.0,74.0,11.0,28.0,49.0,102.0
114,0,84.0,53.png,9.0,160.0,34.0,59.0,118.0,219.0
115,1,84.0,53.png,3.0,208.0,18.0,52.0,102.0,260.0
116,0,45.0,54.png,1.0,36.0,10.0,18.0,55.0,54.0
117,1,45.0,54.png,1.0,56.0,8.0,21.0,53.0,77.0
118,0,35.0,55.png,1.0,116.0,27.0,15.0,62.0,131.0
119,1,35.0,55.png,1.0,128.0,29.0,10.0,64.0,138.0
120,2,35.0,55.png,3.0,137.0,29.0,17.0,64.0,154.0
121,3,35.0,55.png,7.0,151.0,26.0,17.0,61.0,168.0
122,0,20.0,56.png,5.0,22.0,4.0,9.0,24.0,31.0
123,1,20.0,56.png,6.0,35.0,3.0,9.0,23.0,44.0
124,0,25.0,57.png,2.0,63.0,38.0,16.0,63.0,79.0
125,1,25.0,57.png,1.0,74.0,26.0,15.0,51.0,89.0
126,2,25.0,57.png,5.0,83.0,12.0,19.0,37.0,102.0
127,0,46.0,58.png,1.0,45.0,6.0,19.0,52.0,64.0
128,1,46.0,58.png,1.0,65.0,2.0,17.0,48.0,82.0
129,0,42.0,59.png,2.0,35.0,3.0,19.0,45.0,54.0
130,0,20.0,60.png,4.0,16.0,1.0,9.0,21.0,25.0
131,1,20.0,60.png,7.0,25.0,1.0,7.0,21.0,32.0
132,0,19.0,61.png,5.0,33.0,6.0,9.0,25.0,42.0
133,0,46.0,62.png,3.0,45.0,6.0,24.0,52.0,69.0
134,1,46.0,62.png,2.0,61.0,8.0,25.0,54.0,86.0
135,0,63.0,63.png,4.0,96.0,23.0,40.0,86.0,136.0
136,1,63.0,63.png,3.0,132.0,27.0,37.0,90.0,169.0
137,0,26.0,64.png,2.0,26.0,4.0,8.0,30.0,34.0
138,1,26.0,64.png,9.0,37.0,3.0,16.0,29.0,53.0
139,0,21.0,65.png,5.0,25.0,6.0,11.0,27.0,36.0
140,1,21.0,65.png,8.0,36.0,7.0,12.0,28.0,48.0
141,0,30.0,66.png,9.0,38.0,6.0,11.0,36.0,49.0
142,1,30.0,66.png,5.0,46.0,6.0,14.0,36.0,60.0
143,0,47.0,67.png,1.0,48.0,5.0,12.0,52.0,60.0
144,1,47.0,67.png,10.0,59.0,4.0,22.0,51.0,81.0
145,0,35.0,68.png,5.0,71.0,19.0,14.0,54.0,85.0
146,1,35.0,68.png,4.0,88.0,19.0,13.0,54.0,101.0
147,2,35.0,68.png,2.0,102.0,14.0,20.0,49.0,122.0
148,0,46.0,69.png,4.0,54.0,12.0,15.0,58.0,69.0
149,1,46.0,69.png,4.0,67.0,16.0,14.0,62.0,81.0
150,0,16.0,70.png,3.0,20.0,5.0,11.0,21.0,31.0
151,1,16.0,70.png,1.0,30.0,5.0,7.0,21.0,37.0
152,0,22.0,71.png,2.0,24.0,4.0,11.0,26.0,35.0
153,1,22.0,71.png,3.0,36.0,4.0,10.0,26.0,46.0
154,2,22.0,71.png,8.0,48.0,3.0,9.0,25.0,57.0
155,3,22.0,71.png,6.0,58.0,3.0,10.0,25.0,68.0
156,0,17.0,72.png,1.0,26.0,6.0,7.0,23.0,33.0
157,1,17.0,72.png,5.0,34.0,5.0,11.0,22.0,45.0
158,0,14.0,73.png,3.0,18.0,3.0,5.0,17.0,23.0
159,0,26.0,74.png,3.0,28.0,4.0,10.0,30.0,38.0
160,1,26.0,74.png,3.0,40.0,6.0,12.0,32.0,52.0
161,0,29.0,75.png,1.0,34.0,10.0,7.0,39.0,41.0
162,1,29.0,75.png,8.0,40.0,9.0,11.0,38.0,51.0
163,0,18.0,76.png,9.0,22.0,2.0,6.0,20.0,28.0
164,1,18.0,76.png,8.0,29.0,2.0,6.0,20.0,35.0
165,0,60.0,77.png,7.0,53.0,5.0,30.0,65.0,83.0
166,1,60.0,77.png,3.0,84.0,4.0,24.0,64.0,108.0
167,2,60.0,77.png,9.0,106.0,6.0,24.0,66.0,130.0
168,0,22.0,78.png,1.0,78.0,14.0,9.0,36.0,87.0
169,1,22.0,78.png,3.0,86.0,14.0,8.0,36.0,94.0
170,2,22.0,78.png,8.0,93.0,12.0,11.0,34.0,104.0
171,0,51.0,79.png,1.0,40.0,41.0,22.0,92.0,62.0
172,1,51.0,79.png,9.0,64.0,33.0,30.0,84.0,94.0
173,2,51.0,79.png,2.0,99.0,17.0,35.0,68.0,134.0
174,3,51.0,79.png,2.0,138.0,11.0,31.0,62.0,169.0
175,0,19.0,80.png,2.0,38.0,11.0,12.0,30.0,50.0
176,1,19.0,80.png,2.0,54.0,8.0,16.0,27.0,70.0
177,0,31.0,81.png,7.0,49.0,8.0,14.0,39.0,63.0
178,1,31.0,81.png,4.0,64.0,7.0,17.0,38.0,81.0
179,0,30.0,82.png,4.0,35.0,8.0,19.0,38.0,54.0
180,1,30.0,82.png,5.0,54.0,6.0,18.0,36.0,72.0
181,0,29.0,83.png,6.0,36.0,6.0,16.0,35.0,52.0
182,1,29.0,83.png,10.0,53.0,15.0,12.0,44.0,65.0
183,0,32.0,84.png,3.0,34.0,6.0,20.0,38.0,54.0
184,0,15.0,85.png,1.0,17.0,7.0,6.0,22.0,23.0
185,1,15.0,85.png,7.0,23.0,6.0,7.0,21.0,30.0
186,0,20.0,86.png,3.0,26.0,4.0,7.0,24.0,33.0
187,1,20.0,86.png,5.0,33.0,5.0,9.0,25.0,42.0
188,0,35.0,87.png,1.0,67.0,16.0,14.0,51.0,81.0
189,1,35.0,87.png,7.0,81.0,17.0,24.0,52.0,105.0
190,0,36.0,88.png,5.0,47.0,13.0,27.0,49.0,74.0
191,0,64.0,89.png,1.0,85.0,23.0,26.0,87.0,111.0
192,1,64.0,89.png,8.0,110.0,19.0,33.0,83.0,143.0
193,0,30.0,90.png,1.0,37.0,6.0,6.0,36.0,43.0
194,1,30.0,90.png,6.0,46.0,7.0,13.0,37.0,59.0
195,2,30.0,90.png,4.0,61.0,10.0,13.0,40.0,74.0
196,0,26.0,91.png,1.0,49.0,18.0,9.0,44.0,58.0
197,1,26.0,91.png,9.0,59.0,17.0,11.0,43.0,70.0
198,2,26.0,91.png,3.0,68.0,13.0,11.0,39.0,79.0
199,0,35.0,92.png,3.0,35.0,6.0,19.0,41.0,54.0
200,1,35.0,92.png,5.0,56.0,8.0,14.0,43.0,70.0
201,0,32.0,93.png,1.0,40.0,11.0,12.0,43.0,52.0
202,1,32.0,93.png,7.0,51.0,7.0,19.0,39.0,70.0
203,0,34.0,94.png,1.0,54.0,18.0,12.0,52.0,66.0
204,1,34.0,94.png,2.0,67.0,12.0,19.0,46.0,86.0
205,0,26.0,95.png,1.0,127.0,58.0,10.0,84.0,137.0
206,1,26.0,95.png,10.0,136.0,60.0,9.0,86.0,145.0
207,2,26.0,95.png,4.0,148.0,60.0,11.0,86.0,159.0
208,3,26.0,95.png,4.0,157.0,59.0,10.0,85.0,167.0
209,0,39.0,96.png,1.0,33.0,6.0,23.0,45.0,56.0
210,1,39.0,96.png,8.0,56.0,5.0,32.0,44.0,88.0
211,0,32.0,97.png,3.0,34.0,8.0,16.0,40.0,50.0
212,1,32.0,97.png,6.0,48.0,6.0,14.0,38.0,62.0
213,0,37.0,98.png,1.0,50.0,7.0,15.0,44.0,65.0
214,1,37.0,98.png,2.0,66.0,7.0,21.0,44.0,87.0
215,2,37.0,98.png,10.0,85.0,11.0,27.0,48.0,112.0
216,0,29.0,99.png,2.0,30.0,4.0,17.0,33.0,47.0
217,0,22.0,100.png,1.0,18.0,1.0,5.0,23.0,23.0
218,1,22.0,100.png,10.0,23.0,0.0,9.0,22.0,32.0
219,2,22.0,100.png,9.0,32.0,0.0,10.0,22.0,42.0
220,0,27.0,101.png,5.0,27.0,7.0,13.0,34.0,40.0
221,1,27.0,101.png,3.0,42.0,5.0,12.0,32.0,54.0
222,0,51.0,102.png,3.0,58.0,14.0,18.0,65.0,76.0
223,1,51.0,102.png,5.0,77.0,9.0,16.0,60.0,93.0
224,0,28.0,103.png,7.0,54.0,2.0,20.0,30.0,74.0
225,0,69.0,104.png,1.0,67.0,18.0,29.0,87.0,96.0
226,1,69.0,104.png,10.0,99.0,20.0,21.0,89.0,120.0
227,2,69.0,104.png,4.0,122.0,12.0,26.0,81.0,148.0
228,0,100.0,105.png,1.0,83.0,13.0,44.0,113.0,127.0
229,1,100.0,105.png,4.0,128.0,10.0,69.0,110.0,197.0
230,0,17.0,106.png,1.0,37.0,12.0,10.0,29.0,47.0
231,1,17.0,106.png,4.0,49.0,12.0,11.0,29.0,60.0
232,0,29.0,107.png,5.0,49.0,16.0,14.0,45.0,63.0
233,1,29.0,107.png,2.0,64.0,13.0,16.0,42.0,80.0
234,0,27.0,108.png,2.0,28.0,3.0,14.0,30.0,42.0
235,0,28.0,109.png,3.0,38.0,11.0,18.0,39.0,56.0
236,1,28.0,109.png,10.0,57.0,10.0,14.0,38.0,71.0
237,0,18.0,110.png,6.0,16.0,1.0,10.0,19.0,26.0
238,1,18.0,110.png,3.0,27.0,1.0,11.0,19.0,38.0
239,0,20.0,111.png,9.0,23.0,8.0,11.0,28.0,34.0
240,0,37.0,112.png,1.0,31.0,2.0,14.0,39.0,45.0
241,1,37.0,112.png,8.0,44.0,1.0,21.0,38.0,65.0
242,2,37.0,112.png,7.0,63.0,6.0,19.0,43.0,82.0
243,0,21.0,113.png,1.0,19.0,1.0,8.0,22.0,27.0
244,1,21.0,113.png,3.0,27.0,3.0,12.0,24.0,39.0
245,0,28.0,114.png,1.0,29.0,6.0,7.0,34.0,36.0
246,1,28.0,114.png,9.0,37.0,4.0,10.0,32.0,47.0
247,0,26.0,115.png,3.0,26.0,1.0,9.0,27.0,35.0
248,1,26.0,115.png,2.0,38.0,1.0,13.0,27.0,51.0
249,0,14.0,116.png,5.0,27.0,12.0,8.0,26.0,35.0
250,1,14.0,116.png,1.0,34.0,12.0,6.0,26.0,40.0
251,2,14.0,116.png,3.0,40.0,11.0,9.0,25.0,49.0
252,0,145.0,117.png,4.0,145.0,8.0,79.0,153.0,224.0
253,1,145.0,117.png,8.0,224.0,13.0,87.0,158.0,311.0
254,0,15.0,118.png,3.0,13.0,2.0,9.0,17.0,22.0
255,1,15.0,118.png,4.0,22.0,2.0,9.0,17.0,31.0
256,2,15.0,118.png,2.0,31.0,1.0,9.0,16.0,40.0
257,3,15.0,118.png,1.0,40.0,1.0,7.0,16.0,47.0
258,0,48.0,119.png,3.0,91.0,55.0,27.0,103.0,118.0
259,1,48.0,119.png,2.0,113.0,44.0,29.0,92.0,142.0
260,2,48.0,119.png,3.0,135.0,33.0,39.0,81.0,174.0
261,0,40.0,120.png,5.0,65.0,20.0,24.0,60.0,89.0
262,1,40.0,120.png,1.0,84.0,20.0,17.0,60.0,101.0
263,0,21.0,121.png,1.0,32.0,8.0,6.0,29.0,38.0
264,1,21.0,121.png,3.0,43.0,8.0,13.0,29.0,56.0
265,2,21.0,121.png,5.0,63.0,7.0,11.0,28.0,74.0
266,3,21.0,121.png,8.0,79.0,7.0,13.0,28.0,92.0
267,0,23.0,122.png,1.0,21.0,2.0,4.0,25.0,25.0
268,1,23.0,122.png,7.0,26.0,1.0,5.0,24.0,31.0
269,0,22.0,123.png,6.0,25.0,5.0,10.0,27.0,35.0
270,0,23.0,124.png,5.0,19.0,1.0,10.0,24.0,29.0
271,0,17.0,125.png,6.0,18.0,3.0,6.0,20.0,24.0
272,1,17.0,125.png,4.0,23.0,3.0,10.0,20.0,33.0
273,0,52.0,126.png,1.0,56.0,14.0,15.0,66.0,71.0
274,1,52.0,126.png,10.0,72.0,12.0,22.0,64.0,94.0
275,2,52.0,126.png,8.0,97.0,8.0,21.0,60.0,118.0
276,0,36.0,127.png,8.0,32.0,15.0,16.0,51.0,48.0
277,0,45.0,128.png,1.0,56.0,16.0,9.0,61.0,65.0
278,1,45.0,128.png,3.0,65.0,22.0,11.0,67.0,76.0
279,0,17.0,129.png,6.0,21.0,5.0,8.0,22.0,29.0
280,1,17.0,129.png,8.0,29.0,5.0,9.0,22.0,38.0
281,0,21.0,130.png,4.0,26.0,4.0,17.0,25.0,43.0
282,0,18.0,131.png,1.0,24.0,6.0,8.0,24.0,32.0
283,1,18.0,131.png,7.0,32.0,5.0,11.0,23.0,43.0
284,2,18.0,131.png,4.0,44.0,5.0,11.0,23.0,55.0
285,0,67.0,132.png,9.0,78.0,20.0,43.0,87.0,121.0
286,1,67.0,132.png,8.0,122.0,8.0,36.0,75.0,158.0
287,0,99.0,133.png,4.0,91.0,13.0,43.0,112.0,134.0
288,1,99.0,133.png,4.0,132.0,14.0,44.0,113.0,176.0
289,0,14.0,134.png,9.0,16.0,2.0,9.0,16.0,25.0
290,0,28.0,135.png,6.0,26.0,2.0,13.0,30.0,39.0
291,1,28.0,135.png,8.0,41.0,3.0,12.0,31.0,53.0
292,0,37.0,136.png,2.0,52.0,10.0,15.0,47.0,67.0
293,0,43.0,137.png,1.0,50.0,10.0,14.0,53.0,64.0
294,1,43.0,137.png,10.0,70.0,10.0,17.0,53.0,87.0
295,0,37.0,138.png,4.0,60.0,19.0,17.0,56.0,77.0
296,1,37.0,138.png,6.0,81.0,15.0,20.0,52.0,101.0
297,0,23.0,139.png,2.0,21.0,1.0,13.0,24.0,34.0
298,1,23.0,139.png,8.0,35.0,2.0,13.0,25.0,48.0
299,0,18.0,140.png,9.0,18.0,1.0,12.0,19.0,30.0
300,0,24.0,141.png,3.0,25.0,4.0,9.0,28.0,34.0
301,1,24.0,141.png,9.0,35.0,2.0,8.0,26.0,43.0
302,0,87.0,142.png,4.0,92.0,7.0,65.0,94.0,157.0
303,0,24.0,143.png,4.0,51.0,13.0,17.0,37.0,68.0
304,1,24.0,143.png,1.0,67.0,14.0,14.0,38.0,81.0
305,0,28.0,144.png,1.0,27.0,3.0,8.0,31.0,35.0
306,1,28.0,144.png,9.0,36.0,3.0,14.0,31.0,50.0
307,2,28.0,144.png,5.0,51.0,3.0,11.0,31.0,62.0
308,0,93.0,145.png,3.0,93.0,18.0,38.0,111.0,131.0
309,1,93.0,145.png,3.0,120.0,23.0,38.0,116.0,158.0
310,0,13.0,146.png,2.0,23.0,4.0,7.0,17.0,30.0
311,1,13.0,146.png,5.0,29.0,5.0,9.0,18.0,38.0
312,2,13.0,146.png,1.0,37.0,7.0,6.0,20.0,43.0
313,3,13.0,146.png,8.0,43.0,6.0,9.0,19.0,52.0
314,0,24.0,147.png,1.0,28.0,3.0,6.0,27.0,34.0
315,1,24.0,147.png,5.0,34.0,3.0,14.0,27.0,48.0
316,0,30.0,148.png,3.0,140.0,43.0,16.0,73.0,156.0
317,1,30.0,148.png,10.0,161.0,43.0,19.0,73.0,180.0
318,2,30.0,148.png,10.0,183.0,42.0,19.0,72.0,202.0
319,0,17.0,149.png,4.0,19.0,3.0,8.0,20.0,27.0
320,1,17.0,149.png,7.0,26.0,3.0,9.0,20.0,35.0
321,0,27.0,150.png,2.0,136.0,36.0,19.0,63.0,155.0
322,1,27.0,150.png,8.0,156.0,36.0,12.0,63.0,168.0
323,2,27.0,150.png,6.0,167.0,35.0,18.0,62.0,185.0
324,0,21.0,151.png,3.0,25.0,4.0,14.0,25.0,39.0
325,1,21.0,151.png,3.0,40.0,4.0,15.0,25.0,55.0
326,0,37.0,152.png,2.0,52.0,8.0,15.0,45.0,67.0
327,1,37.0,152.png,10.0,66.0,10.0,12.0,47.0,78.0
328,2,37.0,152.png,7.0,76.0,9.0,11.0,46.0,87.0
329,0,28.0,153.png,1.0,30.0,7.0,6.0,35.0,36.0
330,1,28.0,153.png,9.0,36.0,7.0,9.0,35.0,45.0
331,0,20.0,154.png,2.0,18.0,3.0,14.0,23.0,32.0
332,0,44.0,155.png,7.0,68.0,13.0,22.0,57.0,90.0
333,0,28.0,156.png,6.0,35.0,9.0,16.0,37.0,51.0
334,0,37.0,157.png,5.0,37.0,7.0,26.0,44.0,63.0
335,1,37.0,157.png,7.0,65.0,7.0,23.0,44.0,88.0
336,0,81.0,158.png,2.0,113.0,34.0,53.0,115.0,166.0
337,0,29.0,159.png,9.0,28.0,11.0,23.0,40.0,51.0
338,1,29.0,159.png,1.0,51.0,6.0,14.0,35.0,65.0
339,0,27.0,160.png,2.0,49.0,9.0,8.0,36.0,57.0
340,1,27.0,160.png,10.0,59.0,11.0,8.0,38.0,67.0
341,2,27.0,160.png,8.0,70.0,11.0,13.0,38.0,83.0
342,0,63.0,161.png,8.0,91.0,26.0,33.0,89.0,124.0
343,1,63.0,161.png,5.0,118.0,25.0,33.0,88.0,151.0
344,0,36.0,162.png,3.0,32.0,1.0,21.0,37.0,53.0
345,0,36.0,163.png,5.0,148.0,49.0,25.0,85.0,173.0
346,1,36.0,163.png,6.0,167.0,46.0,22.0,82.0,189.0
347,2,36.0,163.png,10.0,184.0,46.0,25.0,82.0,209.0
348,0,57.0,164.png,5.0,57.0,10.0,24.0,67.0,81.0
349,0,40.0,165.png,1.0,45.0,12.0,14.0,52.0,59.0
350,1,40.0,165.png,7.0,58.0,13.0,20.0,53.0,78.0
351,2,40.0,165.png,6.0,78.0,14.0,23.0,54.0,101.0
352,0,27.0,166.png,7.0,40.0,18.0,24.0,45.0,64.0
353,1,27.0,166.png,5.0,55.0,11.0,21.0,38.0,76.0
354,2,27.0,166.png,4.0,72.0,7.0,21.0,34.0,93.0
355,0,15.0,167.png,1.0,30.0,8.0,5.0,23.0,35.0
356,1,15.0,167.png,5.0,35.0,8.0,11.0,23.0,46.0
357,0,24.0,168.png,2.0,30.0,8.0,7.0,32.0,37.0
358,1,24.0,168.png,8.0,36.0,9.0,6.0,33.0,42.0
359,2,24.0,168.png,2.0,42.0,8.0,8.0,32.0,50.0
360,0,33.0,169.png,4.0,26.0,3.0,21.0,36.0,47.0
361,1,33.0,169.png,2.0,43.0,3.0,18.0,36.0,61.0
362,0,28.0,170.png,7.0,30.0,4.0,12.0,32.0,42.0
363,1,28.0,170.png,6.0,41.0,8.0,16.0,36.0,57.0
364,0,40.0,171.png,4.0,53.0,16.0,32.0,56.0,85.0
365,1,40.0,171.png,1.0,80.0,14.0,14.0,54.0,94.0
366,2,40.0,171.png,9.0,96.0,13.0,24.0,53.0,120.0
367,0,25.0,172.png,2.0,31.0,6.0,9.0,31.0,40.0
368,1,25.0,172.png,1.0,45.0,7.0,4.0,32.0,49.0
369,0,16.0,173.png,1.0,17.0,5.0,6.0,21.0,23.0
370,1,16.0,173.png,1.0,25.0,4.0,5.0,20.0,30.0
371,0,25.0,174.png,5.0,31.0,6.0,12.0,31.0,43.0
372,1,25.0,174.png,9.0,42.0,4.0,16.0,29.0,58.0
373,0,28.0,175.png,5.0,28.0,8.0,11.0,36.0,39.0
374,1,28.0,175.png,6.0,40.0,8.0,13.0,36.0,53.0
375,2,28.0,175.png,8.0,54.0,8.0,13.0,36.0,67.0
376,0,50.0,176.png,5.0,82.0,15.0,33.0,65.0,115.0
377,0,50.0,177.png,1.0,125.0,45.0,22.0,95.0,147.0
378,1,50.0,177.png,5.0,148.0,49.0,25.0,99.0,173.0
379,2,50.0,177.png,8.0,169.0,51.0,23.0,101.0,192.0
380,0,26.0,178.png,2.0,31.0,5.0,11.0,31.0,42.0
381,1,26.0,178.png,1.0,42.0,5.0,6.0,31.0,48.0
382,0,28.0,179.png,2.0,33.0,4.0,9.0,32.0,42.0
383,1,28.0,179.png,5.0,43.0,1.0,10.0,29.0,53.0
384,0,17.0,180.png,1.0,16.0,5.0,6.0,22.0,22.0
385,1,17.0,180.png,7.0,23.0,5.0,7.0,22.0,30.0
386,2,17.0,180.png,4.0,31.0,4.0,10.0,21.0,41.0
